texto;classificacao
acidente fatal na manha desta segunda feira 2 ocorreu uma colisao frontal no km 2700 da sc 418 na serra dona francisca que resultou na morte de duas pessoas os ocupantes do vwgol conduzido colidiram contra um caminhao que transitava no sentido joinvillecampo alegre ;0
fins de semana acidentes de transito matam mais do que a covid em campina grande  ;0
capotamento apos colisao entre veiculos deixa sete pessoas feridas na paraiba  ;0
1200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0500 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
todo mundo esta sem acreditar no que aconteceu diz namorado de estudante que morreu atropelada em matinhos  g1 g1pr ;0
sete pessoas ficam feridas apos acidente entre dois carros na br 104 em queimadas na pb g1 g1paraiba   ;0
a lentidao na rodovia ayrton senna sentido sao paulo agora vai do km 21 ao km 19 reflexo de acidente na alca de acesso a rodovia helio smidt que esta com a faixa da esquerda bloqueada o trafego e normal nos demais trechos sob concessao  ;0
o trafego continua lento na rodovia ayrton senna do km 26 ao km 18 no sentido da capital paulista por excesso de veiculos e reflexo de acidente na alca de acesso a rodovia helio smidt que segue com a faixa da esquerda bloqueada ;0
bom dia galera a rodovia ayrton senna tem trafego lento do km 26 ao km 18 em direcao a sao paulo por excesso de veiculos e reflexo de acidente na alca de acesso a rodovia helio smidt sp 19 que esta com uma faixa bloqueada;1
a cena foi feita pela equipe de evgeny chebotarev que divulga uma serie de facanhas realizadas na russia com a maioria envolvendo acidentes com carros lada muito comuns no pais ;0
a agetransp abriu boletim de ocorrencia para apurar as responsabilidades pelo acidente ocorrido ontem a tarde numa passagem de nivel nao oficial em campos eliseos onde um trem do ramal do ramal saracuruna colidiu com um carro de passeio nao houve vitimas    ;0
colisao entre motos marginal tiete sent ayrton senna apos o clube do corinthians aguardo mais inf 193r ;0
acidente pessoal queda de palletes sobre pessoa r rosa de morais jardim colina 3 vtrs aguardo mais inf 193r ;0
atropelamento por onibus r general carneiro 10 prox ao terminal pq dom pedro 1 vtr aguardo mais inf 193r ;0
colisao envolvendo 3 veiculos na av edvaldo pereira paiva no sent cb   agentes da eptc  eptcpoa;0
colisao entre carro e moto na av cel marcos prox ao numeral 2158   agentes da eptc no local samu e  eptcpoa;0
colisao entre 2 veiculos na r moura azevedo prox ao numeral 217   agentes da eptc em deslocamento  eptcpoa;0
atropelamento na av ipiranga x av getulio vargas no sent bc   agentes da eptc no local e  eptcpoa;0
tem acidente entre carro e moto na av abrasil prox da nova loja da havan em poa causa conge  ;0
movimento aumentou nos acessos para poa nao ha acidentes em atendimento conforme a eptc tem um on  ;0
em campinas ha excesso de veiculos para motoristas no entroncamento da d pedro i sp 065 com a anhanguera em jundiai motorista reduz a velocidade no trecho final da joao cereser sp 360 que tem uma faixa interditada para obras nao ha registro de acidentes  ;0
balanco do dia 02082021   07   acidentes   11   veiculos envolvidos   05   feridos   00   mortos 203   pessoas fiscalizadas 184   veiculos fiscalizados   16   testes de alcoolemia   04   pessoas detidas;0
atencao em palhocasc br 282 km 23 sentido leste o transito esta temporariamente bloqueado atendimento de acidente grave sem previsao de liberacao prf no local;1
1200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2229 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
duas pessoas ficam feridas em acidente entre carro e dois veiculos de vendedores ambulantes em foz do iguacu  g1 g1pr ;0
ciclista fica gravemente ferido apos ser atropelado por carro em maringa video  g1 g1pr ;0
bom dia na madrugada  tivemos um  acidente foi no km 11 da br 277 regiao de paranagua foi um abalroamento seguido de tombamento um esta tombado no canteiro central e o outro na faixa de dominio fora para a retirada de ambos sera necessario um guindaste;1
nesses anos nessa industria vital essa e a primeira vez que isso me acontece as equipes ficaram surpresas ao flagrar o condutor dirigindo o caminhao destruido em um acidente utilizando um capacete bem como o carona tambem estava com o equipamento ;0
br116   rodovia liberada no km 870 vitoria da conquista onde houve o acidente trafego lento no local;1
br116   rodovia interditada no km 870 vitoria da conquista devido a acidente atencao redobrada;1
br116 km 664 jequie trecho onde ocorreu acidente com atendimento finalizado e rodovia totalmente liberada para trafego;1
br116 km 664 jequie local onde havia acidente rodovia totalmente liberada mantenha distancia segura e atencao redobrada;1
br116 km 664 jequie acidente com rodovia interditada ambos os sentidos para atendimento retencao de aprox 5 km;1
br116  km 801 vitoria da conquista local onde houve acidente finalizado trafego lento devido o congestionamento gerado em ambos sentidos;1
br324   km 625 salvador   rodovia liberada para trafego onde houve o acidente trafego voltando a fluir mantenha a distancia;1
br324 km 625 salvador   acidente com faixa da esquerda interditada para atendimento sentido capital trafego lento na passagem respeite a sinalizacao;1
imigrantes segue c trafego congest na subida da serra do km 58 ao km 46 reflexo de acidente ecovias;0
agora a subida pela imigrantes segue congest do km 52 ao km 46 devido colisao traseira entre duas car  ecovias;0
nao coloque fogo  na mata alem dos danos ambientais a fumaca pode causar acidentes na rodovia ope  ;0
a subida pela imigrantes permanece congest do km 50 ao km 46 devido colisao traseira entre duas carret  ecovias;0
pessoal a subida pela imigrantes tem trafego congest do km 49 ao km 46 devido colisao traseira entre   ecovias;0
atencao acidente entre caminhao e moto na estrada joao de oliveira remiao prox ao numero 1775 no sent  eptcpoa;0
bons niveis de trafego em praticamente todo o corredor dom pedro tarde comeca sem acidentes e com ceu ensolarado  transito lento somente no trecho final da joao cereser sp 360 em jundiai a partir da altura da geraldo dias na pista sentido anhanguera ;0
alguns prontos em rodovias federais que passam por curitiba ha breves interrupces do trafego em decorrencia de acidentes e grande fluxo de veiculos;0
a policia rodovia federal informa interdicao  de pista no km 01 da br 116 em campina grande do sul sentido sp devido a acidente no trecho do estado de sp br 116 km 543 barra do turvo sem previsao de liberacao;1
pista totalmente interditada na lapa br 476 km 206 devido a grave acidente sem previsao de liberacao;1
a policia rodovia federal informa   condices de transito ha interdicao total no municipio de palmeira na br 376 km 549 em ambos sentidos  decorrente de um acidente de transito envolvendo um tombamento de carreta com soja sem previsao de liberacao;1
balanco do dia 04082021   12 acidentes  18 veiculos envolvidos  13 feridos  01 morto  248 pessoas fiscalizadas  208 veiculos fiscalizados  10 testes de alcoolemia  03 pessoas detidas;0
balanco do dia 03082021  05 acidentes  07 veiculos envolvidos  04 feridos  01 morto  172 pessoas fiscalizadas  149 veiculos fiscalizados  06 testes de alcoolemia  01 pessoas detidas;0
13h20    acidente na br262 km 28 divisa de viana e d martins pista parcialmente interditada transito lento no local;1
6h03    em luz no km 548 da br 262 transito totalmente liberado onde ocorreu acidente envolvendo dois veiculos de carga;0
1h58   em luz no km 548 da br 262 transito totalmente interditado em virtude de acidente envolvendo dois veiculos de carga equipes no local;1
interdicao total de rodovia  br 116 km 663 em jequie em virtude de acidente rodoviaria com um caminhao;1
colisao frontal acidente no inicio da tarde desta quarta feira 4 na sc 155 entre xavantina e xanxere resultou em cinco pessoas feridas a colisao ocorreu por volta das 13h na altura do km 65800 da rodovia e envolveu um automovel e um onibus escolar ;1
br116 km 840 vitoria da conquista   trafego com desvio de pista devido a acidente transito lento na passagem mantenha  distancia de seguranca e atencao redobrada;1
br116 km 874 vit da conquista   rodovia totalmente liberada para trafego que segue com retencao aproximada de 20 kms sentido divisa alegre e 26 kms sentido vit da conquista em trecho onde ocorreu acidente atencao redobrada;1
atencao br116 km 874 vitoria da conquista rodovia interditada em ambos sentidos devido acidente reduza a velocidade;1
atropelamento por onibus r alba 1533  jabaquara 1 viatura a caminho aguardando mais informaces 193r ;0
sabe como prevenir acidentes c criancas  ai vao algumas dicas 1 instale portes nas extremidade  ;0
acidente entre 2 carros na av prof paula soares prox ao numero 143 no bairro jardim itu sabara   eptcpoa;0
acidente entre 2 carros na av protasio alves sob o viaduto tiradentes no sent cb   agen  eptcpoa;0
acidente entre 2 veiculos na av praia de belas prox ao cruz c a r coronel andre belo   ag  eptcpoa;0
 atropelamento por moto na av protasio alves prox ao cruz c a av antonio giudice no sentid  eptcpoa;0
acidente entre 2 veiculos na av sertorio prox ao cruz c a av carneiro da fontoura no sent  eptcpoa;0
atencao acidente entre carro e moto na r siqueira campos x r general camara no centro historico de po  eptcpoa;0
 transito e lento na rodovia joao cereser em jundiai na pista sentido anhanguera regiao tem interdicao de faixa para obras e um acidente foi registrado no local  lentidao ocorre a partir da altura da geraldo dias e motoristas devem evitar a regiao ;0
transito habitual de fim de tarde em pontos caracteristicos do corredor dom pedro nao ha registro de acidentes  em campinas ha excesso de veiculos para motoristas no entroncamento da d pedro i sp 065 com a anhanguera ;0
e ai ja deu uma olhadinha no nosso post da timeline se sim voce vai conseguir responder a pergunta de hoje  em 2020 foram registrados quantos casos de atropelamento de pedestres;0
balanco do dia 08082021   08 acidentes  11 veiculos envolvidos  13 feridos  00 mortos  214 pessoas fiscalizadas c abordagem 168 veiculos fiscalizados c abordagem 20 testes de alcoolemia  151 notificaces de autuacao 03 veiculos recolhidos  01 pessoa detida;0
agencia goiana reduz gastos com radares nas rodovias do estado   radar goias estradas acidente caminhoneiro transporte transportepublico;0
balanco do dia 07082021   11 acidentes  18 veiculos envolvidos  13 feridos  02 mortos  162 pessoas fiscalizadas c abordagem 122 veiculos fiscalizados c abordagem 20 testes de alcoolemia  137 notificaces de autuacao 07 veiculos recolhidos  01 pessoa detida;0
balanco do dia 06082021   07 acidentes  12 veiculos envolvidos  08 feridos  02 mortos  223 pessoas fiscalizadas  175 veiculos fiscalizados  25 testes de alcoolemia  159 notificaces de autuacao 23 veiculos recolhidos  01 pessoa detida  02 veiculos recuperados;0
balanco do dia 05082021   06 acidentes  08 veiculos envolvidos  07 feridos  01 morto  299 pessoas fiscalizadas  254 veiculos fiscalizados  32 testes de alcoolemia  271 notificaces de autuacao 04 pessoas detidas;0
08h10   acidente na br 101 km 282 contorno  cariacica interdicao parcial de pista transito lento no local;1
06h40    acidente com vitima na br101 km 388 rio novo do sul transito fluindo em sistema de pare siga;1
atencao 04h46    acidente com vitima na br101 km 388 rio novo do sul pista totalmente interditada;1
atencao  acidente  no km  72 da br 282 em rancho queimadosc  deixa  o  transito interditado no local;1
acidente fatal registrado na manha deste domingo 8 na sc 350 altura da cidade de aurora ;0
0700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0300 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1723 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
bebe atropelado esta internado em estado grave em mogi das cruzes   jornaldarecord jr24h ;0
acidente na rodovia do cafe 0608acidente br 277 sentido campo largo km 105 apos o viaduto novo lucas lica  regiao do guarani congestionamento de 2 quilometros  1653 grupobr277 ;1
tres motociclistas morrem em acidentes na regiao de cascavel  g1pr g1 ;0
homem morre e outras cinco pessoas ficam feridas em acidente entre carro e moto em guamiranga  g1pr g1 ;0
tres pessoas morrem em acidente com duas motos na pr 484 em boa vista da aparecida  g1 g1pr ;0
homem morre apos ser atropelado por motorista bebado em londrina diz policia  g1 g1pr ;0
trafego esta em meia pista no km 6 da pr 508 devido uma colisao entre dois veiculos;1
atropelamentos deixam dois mortos na rmc e sul doestado ;0
sertao colisao envolvendo carro e moto deixa duas criancas feridas na br 316  alagoas maceio noticias ;0
arthur lira e rodrigo pacheco em rota de colisao  alagoas maceio noticias ;0
apos atropelar cachorro motorista capota carro e colide em poste na al 101  alagoas maceio noticias ;0
colisao envolvendo carro e moto deixa duas criancas feridas na br 316  alagoas maceio noticias ;0
artigo   flexibilizacao com exigencia de documentos de veiculos com cargas perigosas podem causar acidentes nas estradas ;0
br324   km 542 amelia rodrigues local onde houve acidente finalizado trafego normal;0
br116 km 840norte vitoria da conquista   rodovia totalmente liberada para trafego no local onde ocorreu o acidente boa viagem;0
atencao br324   km 542 amelia rodrigues trafego lento sentido interior devido acidente reduza a velocidade;1
bitucas jogadas na rodovia podem causar incendios e graves acidentes  em caso de emergencia entre em cont  dersp;0
atropelamento por onibus r tuiuti 1859  tatuape 3 viaturas e aguia 21 no atendimento vitima   ;0
acidente entre carro e moto na av francisco silveira bitencourt 462 no bairro sarandi  eptc e samu no   eptcpoa;0
colisao de onibus em poste na av saturnino de brito 653 na vila jardim faixa da direita esta bloq   eptcpoa;0
atropelamento por carro na av ceara 370   eptc no local samu e brigada militar em deslocamento  eptcpoa;0
informamos que a br116 na altura do km 89 encontra se interditada por tempo indeterminado em virtude de acidente ;1
acidente entre carro e van na av farrapos x r cel dico de barros   eptc no local samu e brigada milit  eptcpoa;0
acidente entre carro e moto na av ipiranga 6681 no sent cb   eptc samu e brigada militar  eptcpoa;0
policiais visitam vitima de atropelamento atendido pela prf  o pedido da visita partiu da vitima e de sua   ;0
acidente entre carro e moto na av ipiranga 6681 no sent centrobeirro   eptc e brigada militar no lo  eptcpoa;0
acidente entre carro e moto r 18 de novembro 333 no bairro navegantes   eptc e samu no local brigada  eptcpoa;0
novo acidente com onibus da trans brasil com 3 mortes mostra falta seriedade no transporte de passageiros  onibus transportepublico transporte estradas antt transbrasil;0
br 235 prf flagra motorista inabilitado envolvido em acidente o passageiro com mandado de prisao em aberto foi detido pelos policiais  ;0
durante o atendimento de um acidente de transito flagramos uma moto adulterada saiba mais em nosso instagram  e facebook  ;0
o individualismo do esperto pode involuntariamente contribuir para a morte de alguem ja que o motorista infrator tende a obstruir a passagem dos veiculos de emergencia ou atrasa los;0
viatura da pm de goias atropela ciclista e nao presta socorro  ;0
transito flui bem em todo o corredor dom pedro mesmo nos pontos com interdices para obras tarde comeca ensolarada e sem registro de acidentes ;0
faixa da esquerda ja foi liberada no km 15 da rodovia ayrton senna sentido interior que estava bloqueada por conta de um acidente o trafego esta lento do km 12 ao km 15 ;0
o trafego e lento na rodovia ayrton senna do km 13 ao km 15 em direcao ao interior devido acidente na faixa da esquerda no sentido de sao paulo o trafego segue normal;0
faixa da esquerda ja foi liberada no km 18 da rodovia ayrton senna sentido sao paulo que estava interditada por conta de um acidente o trafego ainda e lento do km 20 ao 18  km 19 da ayrton senna   guarulhos sp  ;0
a rodovia ayrton senna tem trafego lento do km 20 ao km 18 para quem vai em direcao a sao paulo devido acidente na faixa da esquerda demais trechos sob concessao  estao com trafego normal;0
a faixa da esquerda foi liberada no km 22 da rodovia ayrton senna em direcao a capital paulista que estava bloqueada por conta de um acidente o trafego ainda e lento entre o km 24 e o km 22 ;0
a lentidao na rodovia ayrton senna sentido sao paulo agora vai do km 24 ao km 22 devido acidente na faixa da esquerda em direcao ao interior e nas rodovias carvalho pinto e helio smidt o motorista encontra trafego normal;0
em curitiba dos 2267 acidentes registrados no primeiro semestre deste ano 1206 tiveram envolvimento direto de motos o que corresponde a 532 do total de casos ;0
por volta das 17h aconteceu uma colisao traseira proximo a fabrica bosch no contorno sul na cidade industrial de curitiba km 599 sentido sao paulo fluxo intenso na regiao 1837 grupobr277 ;0
acidente entre carro e moto na r pedro boticario 306 no bairro gloria   eptc no local samu e brigada  eptcpoa;0
colisao de carro em poste na r engenheiro olavo nunes prox ao numero 99 no bairro bela vista   eptc  eptcpoa;0
acidente entre 2 carros na av vicente monteggia prox ao numero 2140 no sent bc   age  eptcpoa;0
acidente entre 2 veiculos na r abaete prox ao cruz c a av abrasil no bairro sarandi  eptcpoa;0
homem morre carbonizado em colisao de duas motos na br 430 na bahia  ;0
 motorista encontra transito tipico do fim de tarde no entroncamento da d pedro i com a anhanguera em campinas nao ha registro de acidentes trecho final da joao cereser em jundiai tambem tem excesso de veiculos local tem interdicao de faixa para implantacao de marginais ;0
transito e bom em todo o corredor dom pedro motorista desenvolve boa velocidade mesmo nos pontos em obras tarde comeca ensolarada e sem acidentes ;0
balanco do dia 09082021   corrigido  07 acidentes  16 veiculos envolvidos  05 feridos  02 mortos  279 pessoas fiscalizadas c abordagem 248 veiculos fiscalizados c abordagem 68 testes de alcoolemia  268 notificaces de autuacao 22 veiculos recolhidos  01 pessoa detida;0
balanco do dia 09082021   06 acidentes  14 veiculos envolvidos  14 feridos  02 mortos  279 pessoas fiscalizadas c abordagem 248 veiculos fiscalizados c abordagem 68 testes de alcoolemia  268 notificaces de autuacao 22 veiculos recolhidos  01 pessoa detida;0
17h   em marechal floriano km 49 br 262 pista no sentido venda nova continua interditada devido tombamento de caminhao ocorrido pela manha o  transito esta fluindo nos dois sentidos por desvio local esta sinalizado pedimos atencao aos condutores que trafegam pela localidade ;1
13h10   em fundao no km 232 da br 101  pista esta totalmente liberada no local ocorreu uma colisao envolvendo 2 automoveis e vitimas foram socorridas;0
em fundao  na br 101 km 232  por volta de 11h45 ocorreu um acidente envolvendo 2 automoveis pista esta interditada   pedimos atencao aos condutores que trafegam pela localidade;1
em marechal floriano km 49 da br 262 transito esta lento no sentido vitoria  venda nova devido um tombamento de um caminhao o acidente ocorreu por volta das  08h15 transito flui nos dois sentidos;1
atencao acidente envolvendo 2 caminhes e um automovel obstrui uma das faixas de sentido oeste no br 470 km 4 em navegantessc aumente os cuidados ao passar pelo local;1
07h20   br 381  km 448 sabara colisao traseira entre autos sem vitimas   curva da macumba retencao leve nos dois sentidos ja se dissipando;1
0150 em araporamg br 153 km 6 saida de pista carreta carregada com 15 ton no canteiro central sem registro de congestionamento no momento veiculo sera retirado apos o amanhecer quando houver condices de seguranca para o destombamento atencao ao trafegar pelo trecho;1
1700 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
atencao br324   km 544 amelia rodrigues trafego lento devido acidente sentido interior com 01 km de retencao reduza a velocidade;1
acidente fatal nos primeiros minutos da madrugada desta quarta feira 11 foi registrada uma colisao frontal entre um vwfox e um caminhao o acidente foi na rodovia a280c   acesso oeste a sao bento do sul no norte do estado o condutor do vwfox morreu no local ;0
video avanco do sinal vermelho foi causa de acidente com morte em campina grande  ;0
1538 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0846 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0300 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1108br 376 rodovia do cafe  ponta grossa sentido curitiba acidente colisao traseira entre dois caminhes no km 525 proximo ao posto tibagi concessionaria ccr rodonorte em atendimento 0652 grupobr277 ;1
tres pessoas morrem em acidente entre dois carros e caminhao na pr 495  g1 g1pr ;0
referente ao acidente no km 35 o trafego foi normalizado e os  caminhes removidos para local seguro;0
no km 35 da  br 277 sentido e regiao de paranagua houve um colisao entre dois caminhes e o trafego esta sendo desviado pelo acostamento ha 200 metros de retencao em ambos os sentidos;1
abalroamento transversal br 277 no retorno do km 12 sentido paranagua envolvendo um caminhao e um veiculo de passeio o qual colidiu na lateral do caminhao sem retences;1
trafego esta lento entre os km 69 e 70 da br 277 sentido curitiba regiao de sao jose dos pinhais devido acidente no contorno leste;1
pedestre ao atravessar as rodovias utilize sempre a passarela este e o meio mais seguro evite atropelamentos dicasdeseguranca eco050 ecorodovias;0
acidente entre 2 veiculos na av cavalhada prox ao numero 2732 no sent bc   agentes d  eptcpoa;0
pr   br 376  acidente em tijucas do sul sentido santa catarina  pista interditada com congestionamento de 2 km ate o momento evite o trecho neste momento;0
sc   br 101 trafego bastante lento na regiao de itajai sentido sul do estado devido engavetamento com 10 veiculos  ocorrido neste fim de tarde fluxo sentido norte tambem sofre lentidao pela reducao de velocidade dos veiculos atencao      radar sul rodovias   via 101;0
 concessionaria tambem presta atendimento a um acidente sem feridos proximo ao entroncamento da d pedro i sp 065 com a anhanguera em campinas que interdita a faixa da esquerda ha lentidao de 5km na d pedro i ;0
acidente na mg 030 em nova lima tombamento de caminhao de tijolos com 2 vitimas via parcialmente interditada fluindo com lentidao uma faixa liberada em cada sentido;0
2904 acidente no contorno sul curitiba km 601 proximo ao posto trevao sentido campo largo colisao auto x caminhao  congestionamento de 1 quilometro  1308 grupobr277 ;0
tarde comeca ensolarada e sem registro de acidentes  a concessionaria realiza obras em tres pontos da d pedro i mas que nao causam reflexos no transito   jacarei  km 17 sentido jacarei  nazare paulista  km 45 sentido campinas campinas  km 137 sentido anhanguera ;0
acidente entre 2 carros no cruz das avenidas palmeira e bage   agentes da eptc em atendimento no  eptcpoa;0
 o acidente envolveu na verdade quatro veiculos   os agentes seguem em atendimento no local eptcpoa;0
acidente entre 2 veiculos na av nonoai apos o cruz c a av sao sebastiao no sent centroba  eptcpoa;0
acidente entre 2 carros no cruz das avenidas cristovao colombo e filadelfia   agentes da eptc em  eptcpoa;0
acidente entre 2 carros na av abrasil prox ao cruz c a av francisco trein no sent  eptcpoa;0
atencao acidente entre carro e moto na av a j renner prox ao numero 1905   agentes da eptc samu  eptcpoa;0
colisao de carro em poste na av baltazar de oliveira garcia prox c a estrada antonio severino no se  eptcpoa;0
 tempo e chuvoso em igarata motoristas devem redobrar a atencao para evitar acidentes nao ha registro de ocorrencias nesta manha   transito e carregado no acesso a anhanguera pela rodovia joao cereser em jundiai local tem interdicao de faixa para implantacao de marginais ;0
a policia rodovia federal informa   previsao de detonacao de rochas na br369 km 112 municipio de uraipr das 14h as 18h interdicao parcial em maua da serrapr na br 376 km 304 em virtude de acidente nos demais trechos o transito esta fluindo normalmente;1
em acao cinematografica prf prende contrabandistas que furaram bloqueio policial   um dos caminhes atentou contra a vida dos policiais que tiveram que se jogar para o lado evitando o atropelamento  saiba mais   ;0
acidente entre 2 veiculos na av plinio brasil milano apos o cruz c a av carlos gomes no sent  eptcpoa;0
colisao de carro em poste na av protasio alves prox ao cruz c a r sao marcos no sent cen  eptcpoa;0
 olha quem voltou a gente estava com saudades mesmo e a chuva chega em boa hora para aliviar o tempo seco mas na direcao e preciso redobrar a atencao para evitar acidentes ;0
a rodovia d pedro i em valinhos tem lentidao para o motorista que segue sentido campinas pista tem faixa interditada para servicos de pintura nos demais pontos em obras transito flui bem neste inicio de tarde nao ha registro de acidentes chove de forma isolada em jacarei ;0
balanco do dia 15082021   007   acidentes  010   veiculos envolvidos  009   feridos  002   mortos  302   pessoas fiscalizadas 275   veiculos fiscalizados 014   testes de alcoolemia  159   notificaces de autuacao 006   pessoas detidas;0
balanco do dia 14082021   008   acidentes  013   veiculos envolvidos  010   feridos  000   mortos  364   pessoas fiscalizadas 308   veiculos fiscalizados 024   testes de alcoolemia  216   notificaces de autuacao 004   pessoas detidas;0
balanco do dia 13082021   009   acidentes  008   veiculos envolvidos  006   feridos  002   mortos  450   pessoas fiscalizadas 341   veiculos fiscalizados 015   testes de alcoolemia  323   notificaces de autuacao 002   pessoas detidas 002   veiculos recuperados;0
transito aumentado mas sem acidentes nas rodovias federais que cortam a rmbh;0
1021 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
0300 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
2200 atencao em caso de acidente ou emergencia ligue 0800 071 3233 telefone atendimento 24hs;0
1608  br 376 contorno sul curitiba km 595 proximo ao feijao pe vermelho  acidente auto x carreta veiculo no canteiro central trafego lento na cidade industrial de curitiba 1440 grupobr277 ;1
1308atencao na br 277 rodovia do cafe apos o pedagio de sao luiz do puruna km 136 acidente com uma carreta sentido ponta grossa trafego lento com neblina na regiao  1219 grupobr277 ;1
caminhoneiro viaja 1 mil km para agradecer equipe de hospital que o atendeu apos acidente no parana sao anjos  g1 g1pr ;0
a rodovia ayrton senna tem trafego lento sentido interior do km 13 ao km 15 reflexo de acidente do km 24 ao km 25 pista local e na alca de acesso a itaqua km 35 ambos por excesso de veiculos;0
atencao  interdicao total da pista sul no km 114 da br 050 em uberaba mg para destombamento de veiculo;0
motociclista e preso por embriaguez e omissao de socorro apos provocar acidente  alagoas maceio noticias ;0
acidente com tres veiculos deixa morto e feridos na fernao dias sp  jr24h jornaldarecord ;0
trafego esta lento nas proximidades do km 80 da br 277 sentido paranagua devido acidente na faixa da esquerda;1
estamos com trafego lento na regiao do km 70 em sao jose dos pinhais devido um acidente no contorno leste fora do trecho;0
trafego esta em meia pista no km 31 da br 277 sentido curitiba devido uma colisao;1
trafego esta em meia pista no km 32 da br 277 sentido litoral devido um acidente entre dois caminhes sendo que um estava no acostamento sem retences;1
trafego esta em meia pista no km 73 da br 277 sentido curitiba regiao de sao jose dos pinhais devido colisao entre veiculos ha lentidao ate o km 70;1
colisao traseira deixa o trafego em meia pista no km 79 da br 277 sentido curitiba regiao de sao jose dos pinhais ha lentidao ate o 77;1
neste dia nosso pedido aos motoristas e apenas um dirijam com amor a vida parece simples nao e mesmo mas no dia a dia nem sempre e pois ainda vemos muitas imprudencias que ocasionam acidentes juntos podemos fazer um transito mais seguro para todosas ;0
motoristas que estao sentido sao jose dos pinhais pelo contorno sul  ha lentidao proximo ao cargo shop km 598 em reflexo de acidente no contorno leste km 111 apos posto dois irmaos congestionamento tambem afeta alca de acesso da rodovia do xisto  1134 grupobr277 ;1
a passagem foi autorizada apos acidente na br 386 confira  ;0
1640 colisao entre carro e moto na r henrique caruso prox ao numero 246   agentes da eptc no local   eptcpoa;0
1635 colisao entre carro e moto na estrada afonso lourenco mariante prox ao numeral 1954   agentes da  eptcpoa;0
br324 km 617 salvadorprox aguas claras   no local do acidente sentido interior faixa esquerda liberada ao trafego atendimento finalizado;1
br116 km 485 rafael jambeiro   faixa esquerda interditada sentido milagres devido acidente no local sem retencao respeite a sinalizacao;1
rs   br 290 freeway  acidente no km 91 sentido osorio faixa da direita interditada  atencao ao trafegar pelo local;1
rs   br 290 freeway  atencao acidente no km 10 da rodovia sentido osorio a rodovia esta bloqueada no momento  evite o trecho neste momento ;1
sc   br 101 fluxo ja esta bastante lento do km 216 ao 206 trecho entre palhoca e sao jose sentido norte do estado  ha registro de acidente no km 212  se possivel evite o trecho neste momento;1
sc   br 101  congestionamento em itapema do km 144 ao 152 sentido parana ha registro de acidente no trecho  evite o trecho neste momento;1
sc   br 101  acidente no km 179 sentido norte entre gov celso ramos e tijucas  atencao ao trafegar pelo local;1
rs   br 290 freeway  acidente no km 50 sentido osorio com interdicao de faixa  atencao ao se aproximar do local                                      poa  km 50  osorio;1
sc   br 101   acidente e congestionamento no fluxo no km 138 em balneario camboriu sentido norte do estado  evite o trecho neste momento;1
homem morre apos ser atropelado por carro em cascavel  g1 g1pr ;0
sc   br 101 interdicao de faixa no km 205 em sao jose  proximo ao acesso a via expressa sentido sul do estado devido acidente envolvendo dois caminhes  atencao ao trafegar pelo local   radar sul rodovias   via 101;1
sc   br 116 para quem trafega pela rodovia atencao para desvio no km 3089 sentido rio grande do sul em capao alto devido tombamento de veiculo na pista;1
sc   br 101  faixa interditada no km 206 em sao jose sentido sul do estado devido acidente embaixo do viaduto do kobrasol   fluxo segue com bastante lentidao  se possivel evite o trecho neste momento         radar sul rodovias   via 101;1
sc   br 101  acidente no km 209 em sao jose sentido sul do estado trafego fluindo por apenas uma faixa evite o trecho neste momento;1
rs   br 101  faixa da esquerda interditada no km 4 em torres sentido santa catarina devido acidente  atencao ao trafegar pelo local;1
engavetamento  anel rodoviario km 468 sentido vitoria envolvendo 02 automoveis e 02 caminhes;0
trafego esta em meia pista no km 7 da br 277 sentido curitiba devido colisao entre dois veiculos sem retencao ate o momento;1
rs   br 290  rodovia interditada no km 481 em rosario do sul devido acidente os veiculos que trafegam pela regiao podem fazer o desvio por dentro da area urbana o acidente ocorreu entre os dois acessos da cidade atencao;1
